500
0 N 58 N 58 N 98 35 62 N 5 N N N N N 86 31 73 62 N N 52 45 52 66 N 0 N N N 54 N N 90 N N 31 N 4 80 55 20 N N 100 N N N 43 N 16 96 32 N N N 91 55 18 N 54 53 8 N N 69 N 96 21 N N N N 15 N N N 85 48 98 N N N 65 90 N N N 0 58 40 88 N 100 N 94 N 44 N 2 N N N N 45 47 N 77 25 93 1 82 N N N N 40 4 N 95 N 38 N 62 N N N N N N N N N N 15 83 42 N N N 59 52 N 37 6 57 N 49 N N N 76 N 16 N N 24 N N 60 N N 63 N 65 97 81 N N N N N N 8 N 50 N 74 5 70 95 N 45 21 52 90 80 60 N 41 8 17 N N N 39 67 N 92 40 N 60 38 N N 67 N N 76 67 N N 15 N 42 53 95 N N 59 91 N 51 N N 0 N N 72 77 54 N N N N 78 N 65 79 32 N N N N 40 N 15 36 N N 50 N N N 67 9 15 88 N N 13 2 98 66 N 23 N N 13 N N N N N 19 N N 46 24 31 65 N N 32 41 7 87 95 71 45 77 N N 2 N N N 15 17 N N N N 25 20 N N 76 76 28 N N 25 N 21 28 N 14 20 N 66 N 79 54 N 19 79 N N N N 31 95 57 78 60 65 71 26 N 54 N N 45 60 N 2 N 5 78 N 98 N N N 15 N N N N 60 N N 12 N N 90 N 71 24 N 3 91 N 84 66 82 33 86 41 N N N 40 N N N N N 4 N N 58 83 N N N 0 N N 24 N N 73 N 94 19 72 N 36 N 91 N N 73 16 100 N N 69 14 7 73 N N N N N 58 56 N 83 N 67 32 81 34 45 N N 5 50 39 28 68 N N 15 N 12 N 72 31 76 N N 42 0 N N N 11 12 77 61 N 53 81 34 N 5 1 73 N 82 35 95 53 41 N 34 64 N 84 N 30 N N 88 48 88 N 3 N N 16 N N 49 
70 N N 56 43 4 96 70 N N N 0 59 4 N 83 N N 72 N 92 N 92 61 67 48 99 51 94 57 6 N 95 3 26 N 67 68 44 N N N N N N N N 37 17 N 41 87 1 82 N N 46 40 N 85 21 N 23 39 N 77 34 72 1 67 53 N 23 N N 93 N N 58 9 13 96 N 30 N N 22 11 1 N N N 62 89 79 70 N N N 79 93 N 11 27 N 58 N N 85 12 N 70 40 N 19 13 76 63 N 55 N N 76 4 N 100 N N 84 71 8 N 33 72 41 N N N 34 5 N 37 96 N 53 N 79 29 28 N 12 24 N N N N N N N 43 78 N 14 8 N N 62 6 88 13 N N N N 0 N 82 N 78 51 N N 41 N N 29 N N 6 N N N N N 87 N 24 N 90 N 99 99 N N N N 67 N N N 69 91 63 92 N N 35 68 N N 47 22 N 37 N 8 92 58 N N N 20 35 N N 76 N 60 4 71 N N N N N 62 4 66 N 86 N N N 88 N N N 11 N 71 5 N N N 11 N 7 N N 50 28 6 N 31 98 43 69 N 70 N N N N N N 68 93 N 16 31 N 31 89 N N N 64 N N 59 2 N N 94 N 70 33 12 N N 46 N N N 66 32 N N N N 95 N N 76 N N N 46 N N N 56 N 54 93 N N 98 49 N 10 N N 49 67 55 N 95 N N 98 95 N 48 65 N 81 N N 68 N 25 N N N 44 N 15 64 18 N 81 N 87 18 23 N 66 27 77 N 39 N N 19 N N 85 34 90 N N N 2 69 20 83 N N 19 75 58 N 45 36 37 21 57 35 N 86 N N 60 88 64 N 49 93 74 N 86 N N N N 40 11 N N 78 24 N N N 82 N 45 92 69 0 N N 24 N N N N 94 61 N 4 56 15 54 32 N 8 N N 37 21 87 33 N N 69 N 29 N N 79 N 60 60 43 N N N N 61 66 98 N 98 10 78 52 10 N N 41 49 N 72 94 N 36 73 N 
21 N N N N 23 N N N N 19 12 0 N 23 N N N 54 N 91 N N 57 86 36 N N N N N N N 54 51 69 N 25 N 76 72 N N 42 89 N N N N N 59 N 94 60 71 N N N N 65 N N 6 46 72 35 N 72 N 70 44 N 3 90 N 66 N 83 21 N 62 N N 91 27 N 78 72 66 73 N N N 100 N 31 N N N 16 11 53 N N N N N N 88 48 N N 89 N 64 N N 28 N 89 31 62 N N 41 N 100 N N N N 58 N 19 N N N 47 N 75 20 N N 34 N 14 33 43 52 N N 24 N N 51 N 7 46 N N N 90 76 N 82 30 N N N N 27 5 35 29 N N 44 N 90 N 43 61 2 N N 0 17 N N 63 N N 78 72 50 92 N 61 50 92 N 16 N N N 95 N N N N 55 N N N 81 62 54 90 81 57 97 N 80 N 2 62 16 69 N N 96 1 N N 73 N N 87 68 9 N 83 86 N 57 75 31 N 40 21 N N N N N 76 N N 31 N N N 45 38 N N 53 92 83 N N 23 N 81 N 33 N 68 N N N 27 N N 29 N 69 N 87 N N 41 N N 98 10 36 67 78 N 43 83 N 20 27 13 6 N 50 90 N 20 71 N 6 N N 84 N N N 42 N N 18 N N N 20 N 70 7 N N 52 N N 95 N 99 N N 5 100 N N 64 N 28 61 N N 87 76 N N N 70 54 N N 79 N N N N 29 N N N N N N 5 N N 97 44 97 61 N N 32 N N 92 27 20 N 23 N 34 N N N N N 77 85 N 88 N 4 14 18 N N 86 82 N N 91 72 N N N N N 48 N 92 90 82 81 53 20 60 N N 80 78 N N N N N N N 10 N 12 79 N 26 82 81 74 5 65 N 49 N 56 54 30 N N 68 53 76 N N 48 N 95 62 N N N N N 25 91 77 N 6 N 13 N 67 N N N N N 32 63 N 7 85 19 76 N N 34 N N N 45 N 
97 N 90 N N 41 67 19 N N N 94 N 0 N N N 67 14 44 N 53 13 10 N 95 N N N 96 N N N N N N N N N 55 92 97 N 57 48 N N 88 19 17 75 85 N 18 N 96 N 22 N 80 66 92 1 24 30 N 15 11 100 46 N N 20 25 55 57 N N N 41 12 17 N N 14 29 67 N 23 84 N N 18 98 N N 97 41 N 18 79 N 5 N N N 87 N 25 1 93 N 11 42 59 13 70 N N N 37 29 N 43 N N N N 88 N 63 79 81 N N N N 44 13 N 34 41 N 50 77 N 73 50 N 29 N N N 8 N N 31 49 N N 15 62 58 5 N 91 9 36 N N N N N N N 9 N N 19 84 72 N N N 13 N 96 15 N 18 76 N 100 N 19 N N 60 36 N 90 N 46 68 N 26 N N 2 25 N N 34 N 19 61 53 N N N N N N N 56 78 N N N N 77 N N N N 37 N 72 8 N N 86 N 81 N N 9 8 N 34 31 N N N N 93 37 N N 61 40 96 N N N 17 N N N 35 80 1 N 33 N N 72 71 79 16 51 N 43 N 15 21 95 77 N N 7 N N 6 N N N N N 2 N N 73 57 65 N N N 4 N N 34 N N 46 N N N 22 N 100 67 75 N N 38 N N N N 44 N 11 14 16 N N 71 N N 88 59 22 21 N 42 13 21 N N 27 43 7 100 81 67 8 N 64 N N N 95 N 36 82 85 N 15 N N N 11 41 N N 40 32 N N N N 14 N 37 77 N 7 97 N N N 90 N N N 72 N N 10 44 N N N 3 N N 90 N N N 56 N 88 60 N 24 N N N N 74 N N 18 N 49 52 95 N 67 93 N 65 79 N 80 N 53 41 85 N 68 34 N N 98 16 N N N 91 N N 49 12 99 N N N 93 56 20 N N 35 N N N 24 N 74 83 76 62 N N N 77 N 82 81 9 N N N 28 28 N N N N N N 2 76 N N 22 N 
N 80 N 55 84 N 77 N N 97 65 N 29 N 0 80 3 N 6 42 N N 72 42 2 40 N 10 65 48 92 100 N N N 75 N 81 67 77 N N 62 30 N N N 92 98 N N 58 85 19 70 26 N N 27 40 5 N N 31 N 73 19 71 69 76 74 N 70 27 N 100 56 N N 58 9 N 49 36 N 32 N N N N 84 N 17 47 N 76 N 98 N 32 N N 25 56 N N N 73 12 48 N 1 6 N 17 91 85 24 N 45 N N N N N N N 2 93 57 39 N N 51 N N N 82 N N N N N N N N N N N 60 53 N N N 7 49 N 91 54 N N N 66 N N N N N N 30 N 92 66 67 55 91 N N N 81 N N 50 89 N 18 N N N N 32 N N N N 0 N N 3 N N N 55 N 37 0 24 95 N 41 58 42 55 N 77 N 15 N 10 N 15 8 70 66 N 47 42 N 18 80 N 34 6 N 77 40 1 17 86 83 N N 0 62 N 89 62 N N N 33 76 100 N N N 69 85 N N N N 44 65 N N N 100 17 92 73 16 0 N 67 N N N N 87 N 88 1 N 47 N 1 12 16 56 N N N 26 67 7 N 53 48 N N 27 37 54 N N N 43 N N N N N 34 65 N 24 66 47 N 55 68 N N 25 N 57 N 66 N 79 96 70 48 N 73 96 N N 24 28 32 N N 0 N 68 46 96 11 N N N N 36 60 11 N N N 31 N N 1 87 N 66 42 78 N N N 41 N 63 N N N 74 2 N N 75 29 71 78 48 N 25 N 27 N N N N 97 N 86 N 58 94 N N 82 10 16 N N N N 90 75 N 58 N N 13 N N N N 22 N N N N N N 84 96 N N N 74 N N N N 39 11 93 N 23 N 11 N 70 99 N N N N N N N 92 35 13 N 52 63 36 N N 10 36 63 77 N N 9 N 29 N N N 96 N 60 72 89 N N N 30 4 N N 3 95 10 N 83 11 N N 4 N N N 
11 6 N 31 68 32 N N 69 25 98 N N N 68 0 87 N 25 N N 21 30 N 57 N 89 N 20 N N N 31 N 77 N 32 56 N 82 70 34 N 60 N 52 25 N N 3 N N 59 N N N N N N N N 89 N N N N N 56 46 N 27 92 N N 49 N N 49 N 44 N N 98 72 2 99 52 2 13 N 98 78 35 45 N N N N 4 83 91 N N 50 11 7 N N N 74 76 71 15 80 96 0 N 94 N N N N N N N 40 19 28 N N 49 N N 59 82 N N 45 46 N N N N N N 27 N N 15 4 N 54 11 91 N 53 8 N N N N N N N N N N 66 3 N N 26 95 N N 65 28 N N 40 89 34 61 97 N N N 97 53 81 N N N 29 N N N N 55 N N 45 55 52 86 N 16 N 79 6 N 10 N 8 83 N N N 12 N 40 N N 22 76 52 90 N N N N N N 15 80 N N N N N N 66 29 74 N N 52 N N N 91 N N 10 N 91 85 N 47 N 100 75 N N N 1 N 64 N 99 N 90 16 56 34 83 84 32 79 12 N N N N 42 33 41 N N N 59 19 80 N N 77 42 N 24 N N N 49 77 N 49 90 N 59 N 18 9 N 3 N 47 39 N N 38 66 81 36 93 73 N 60 N 50 1 N N N N N 76 N N N N N N 37 N 11 16 62 17 N 90 31 47 N 87 N 90 N 98 N N 87 72 45 N N 52 N N N N 59 N 5 N 66 N N 2 N 100 54 N N N 77 56 15 13 N N N 68 N N 57 4 N 40 32 37 67 44 11 N N 0 N N N N N N 49 N 88 N N N N N 20 N N 96 62 N N 92 N N 61 71 N 66 76 N N 2 N N 61 72 N 96 74 N 94 N 43 N N N 47 N 79 80 N 8 98 N 58 92 77 N N 76 N N N 53 97 49 N 53 N 99 N N 23 N 43 49 82 N 22 28 N 100 N N 6 86 N N 69 3 N N N N 
N N 32 54 18 2 N 59 N 2 N N N 22 N 27 0 98 12 N 48 N 47 32 N N 28 6 31 56 9 N N N N 25 87 59 62 13 N N N 27 N N 14 4 N N N 50 88 49 N N N 23 79 N 61 3 26 N 79 N N 58 26 27 N N N N 27 N N N 36 76 18 N 21 49 N N N N N 56 11 98 33 N 43 N 56 N N N 47 N N N 37 N 19 N N N 32 N N N 69 91 34 46 56 46 47 62 7 N N 18 N N 2 98 N 41 0 N 78 N N 86 N 31 86 53 97 N 78 N 5 34 65 99 74 49 N 26 N N N N 75 N 64 N N N 84 N 82 N N 42 57 64 5 N 48 42 N N N 92 N 22 N 49 92 N N 95 56 99 N N N N 41 95 N 75 N 59 N 99 N 6 N 99 N 72 N N 5 N 81 81 0 55 90 N 35 N N N 7 25 16 75 N N N N 50 94 68 N N 20 N 9 N N N N N N 97 N N N N N 74 N 85 N 93 94 N 17 64 74 N 65 65 30 N N 84 N N N N N 25 46 N 49 49 66 55 49 97 N N 33 72 N 55 59 N 39 27 14 27 N N N 30 76 100 53 80 N 53 26 72 N N N 1 13 54 99 60 3 92 46 81 71 44 79 N N 66 78 10 78 N N N 15 44 50 14 11 75 N 0 91 N 99 12 5 34 N 90 N 75 N 85 N 85 N 62 91 N N 90 N 36 N N 8 N N N N 98 15 N 20 4 74 24 N N 5 N N N N 98 6 N 42 N 62 22 46 N N N 87 N N 31 N N 30 N 92 26 N N 33 41 N N 38 16 N 98 N N N N N N 79 N N N N N 76 N 66 N 73 94 N N N N N N 30 72 54 N 41 78 78 24 N 67 13 16 24 24 N N 7 N 38 62 N 53 47 32 N N 44 85 40 19 85 99 51 N 59 15 79 47 96 N 85 N 52 97 88 N 86 N N 2 10 61 79 N 7 25 84 21 72 34 N N N 76 N 
61 N 63 N N 85 N N N N N N 49 64 10 8 79 0 75 N N N 88 79 N 79 21 31 N 55 N 4 29 17 N 13 12 60 N 4 79 7 47 N N N 83 N 38 N N 76 48 N 63 N N N 22 N 26 38 71 15 85 13 N 23 67 45 N N 34 N 5 N 40 N 100 N N N 65 37 87 1 84 23 22 58 62 68 63 N N 36 69 70 N N 75 89 N N 14 12 34 5 N 33 58 80 N 49 70 92 56 N 31 95 86 73 28 3 82 19 N 77 N N 91 N N N 1 12 N N N N N 74 40 43 N N N N N N 19 N 43 30 85 N N 90 90 N 44 59 N N 93 47 54 N 77 63 N N 51 87 79 88 73 N N N N 23 N 55 77 N 97 N N N N 16 N N 76 35 21 21 N 49 N N 14 N 69 N N 81 N 56 N 28 N N 23 36 N N N 80 N 95 98 55 25 66 N N N N 69 12 N 74 49 N 7 60 48 N N 17 38 47 N N N N N 56 93 N N 18 23 18 N 87 N N 97 42 56 17 43 N N N N 91 98 52 0 41 77 8 N 70 50 N N N N 79 N N N N N N 52 70 N 88 11 1 N N 84 46 N N N N N N 39 N N N N N N 9 56 N 10 40 N N N N 43 33 N 41 N 33 N 47 N 27 N 48 N N N 55 18 85 N N 16 34 N 15 24 N 30 69 N N 55 9 85 N N 59 N 10 21 N N N 9 N N N N 53 N N N N 17 N N 63 N 93 N 41 41 80 N 30 53 N N 94 3 N 92 N N 12 0 N 73 N 3 N N 25 N 69 9 72 5 N N N N 66 58 N N 41 N N 72 N N N N 37 4 N N 95 63 47 N 96 N 47 N 10 20 91 87 15 N N N N 12 N 92 83 34 N 74 N 80 42 N N N N 62 N 18 80 69 N N 22 38 79 N 75 N N N 77 5 16 14 N 26 N 54 N N 18 35 N N 97 N N N N N N N 25 65 N 
N N N 10 53 N N 58 7 N 13 N 76 47 N 78 N N 0 N 36 N N 35 19 N N 22 8 N N N 98 N N 68 33 11 47 43 N N N N 39 79 N 63 14 N 65 N N 36 67 N N 94 8 N N N 32 N 92 72 N 75 65 36 20 N N 61 15 32 91 N N 79 N N N 98 89 38 9 55 N N 52 N 0 13 N 46 11 N 7 25 N 19 N 7 4 N N N N 79 N 43 72 N N N 58 N 34 39 25 55 N 21 44 48 N 65 9 N N N N N 39 72 N 3 N N 19 N N 99 27 N 18 N 49 N 24 8 83 N N 49 N 11 N 40 98 N 37 96 43 48 99 N 17 56 63 94 N N N N 19 20 31 N 35 47 N N 95 N N 62 N 15 N N 22 N 80 N N N 43 14 57 41 N N N 3 N 99 90 N N 77 N N N N N 28 N 83 5 N N 30 N N 31 82 N N 52 5 23 15 47 N 92 25 N 71 N 22 9 N 88 N N 7 N N 9 42 N N N 13 N N 100 60 N 20 43 71 N N 37 59 22 N 31 78 N N 0 N 60 N N 1 N 89 39 N 63 N N N 96 N 34 17 90 N 58 N 56 N 54 64 N N N N 82 47 N 12 N N 65 N N 76 96 N 9 36 N 56 37 9 N 93 N N N N 18 N N 58 N N 10 1 43 12 N 19 55 23 N 52 N 100 N N N N N N N N N N 30 18 N 95 41 N N N N N N 61 94 14 33 68 68 N 89 N N 31 N N N 26 45 76 N 73 0 N N N N 72 2 N 21 N 65 N N N 74 N N 56 N 31 N N N 93 N 31 63 N N N 62 49 N 52 80 N 1 66 N 19 N 45 N N N 24 74 72 N 65 N 13 N N 5 20 70 3 96 N 79 N N 71 32 N 18 N 3 50 N 97 N N 99 N N 42 N N 30 N N 41 0 21 78 84 9 N 50 28 N N N 3 12 N 73 6 98 52 36 N 43 N N 100 N N N N 92 N 
54 32 7 N N 25 N N 4 42 N 83 N 96 99 N 97 N 88 0 N N 16 6 N N N N N N 32 48 N N N N 92 64 N 60 N N 34 N N N 83 6 93 1 N 100 N 4 N N N N N 45 78 71 N N N 38 N N N 41 37 62 N N 56 65 N 90 N N 31 89 95 N N N 23 N 77 N N N 7 24 27 78 N N N N N N 36 13 N N N N N 46 93 13 26 N N 91 N N 22 N 48 N N N 28 29 83 N N N N 39 N N N 81 N N 74 N 77 67 95 N 51 50 N 15 55 N 67 36 N 88 N 72 N N 15 88 65 89 40 N N 13 N 35 N 33 N N 86 23 N 61 N 38 N 26 99 50 50 12 N 6 70 51 36 N 89 N 50 54 52 N 86 N 84 45 N 67 N 1 62 N 12 N N N 100 N N 38 N N 82 42 80 N N N 2 9 24 N N N 93 N N 79 N 15 55 48 N 100 18 44 36 N N 13 84 N 79 72 98 N N N N 10 N N 16 24 15 46 4 4 98 13 48 54 37 N N N N N 7 N 32 38 N N N N 44 21 59 N N N 65 78 N 96 N 93 N N 45 65 3 N N N N 100 85 100 N 37 29 N 46 65 23 N 80 64 55 14 N 2 N 1 N 82 N N 63 42 N N N N 2 92 28 N 39 N 53 39 N 61 91 5 75 46 N N N 13 N N 15 68 N 18 84 69 N 91 N 80 32 31 35 80 84 N N N N 99 55 15 N 100 25 N N 84 27 N 79 78 5 N N 13 38 99 80 N N 92 95 25 4 71 0 N 45 27 69 97 N N N N 40 90 41 N N 11 33 16 35 73 10 33 7 21 57 45 62 48 43 N N N 46 N N N 36 15 N N N 47 N 81 35 68 89 N N 12 N 47 90 4 N 59 N 75 N 66 N N 53 10 N N N 16 N 19 N N 31 67 N N 95 N 43 4 N 59 N N 38 66 N 65 23 100 N 77 28 63 N 23 N N 63 N 31 N N 9 
N N N N N 34 N N 47 43 54 13 13 11 68 N 38 86 N N 0 N 68 N 39 N 38 N 98 N N 56 N N N 13 1 N N N 90 N N N N 84 N N N 84 N 83 94 N N N N 51 N 1 N N N N 62 N 79 N N 29 N 90 11 N 2 65 54 N N N N N N N N N N 6 N 85 N 47 12 N N 76 60 51 54 N 9 75 48 N 93 67 3 50 N 97 0 N 61 N N 79 77 N 61 42 N N 97 14 6 N 83 71 N 1 51 64 N N 31 94 6 38 55 N N N 52 47 50 N N 66 88 68 66 N 83 N N 48 N N N 52 N N N N 68 11 N 37 34 93 N 46 N N 17 N 60 24 60 74 N 9 N N 46 N 81 N N 25 83 N 16 N N 12 25 N 82 33 92 98 1 N N 69 N 0 32 52 N N N 40 76 N N 83 N 82 65 N N N 99 N N 61 34 N 92 10 N 74 50 N N N N 15 88 N 79 N 38 82 66 34 72 N 87 N N 49 87 N 28 N 44 81 39 54 N N N N N 5 18 N 42 37 N N 14 N 36 57 N N N N 20 64 97 66 N N N 88 N N N 15 N N N N N 62 74 30 99 N N N 42 N N N N N N 44 48 33 N 75 N 69 N N N 95 N N N N 24 21 70 35 73 4 N 44 13 N 42 N N N N 6 N 46 N 25 80 71 N N 76 N N N N N 39 N 10 N 82 65 N N N 86 N 77 N N 21 N 93 N 33 N N N 26 N 2 18 N N N N N N N 82 10 25 86 64 N N N N N N 81 N 78 N N 39 N N 61 N 95 80 N N 4 N N 69 N 12 1 N 21 98 N N 15 N 33 31 46 22 N N N N N N 6 28 N N N N 16 88 19 N N N N N 13 9 37 98 N 35 N N 49 N 19 56 N 28 32 N N N N N N 37 63 29 53 1 9 N N 31 44 N N 62 N 61 N 32 N 77 N 69 N N N N 
21 N N 15 N 46 31 N 50 0 N 15 89 38 16 100 30 84 52 N N 0 6 24 N 58 83 N 14 N N 97 42 82 93 28 N 83 0 N 45 91 54 N N N 78 N 19 N N N 65 35 N N N 24 74 58 N N N 76 99 N 14 6 21 N 10 67 N N 38 N 29 N 2 71 N N N N 9 N 38 32 6 1 30 N 5 19 N 8 N N 40 92 37 N 2 N 31 51 21 16 9 98 N 20 26 N 65 N N N N N 88 36 N 72 14 50 N N 57 44 81 6 54 81 0 N 51 N 5 93 87 48 N N 1 97 N N 11 N N N 88 36 N N 60 N N 5 8 N N N 81 N N 20 N 3 51 N N N N 85 8 N 68 N 84 53 4 N 85 88 N N 71 43 N 9 N N N N 21 N 2 N 95 79 N N N N N N 71 57 67 N 85 N 19 N 23 47 46 47 N N N 91 N 72 N 32 N N N N N N 95 N N N N 69 N 70 96 28 58 N 52 67 N 100 N 55 N N 14 95 78 N N N N N N 96 55 88 64 51 35 N N N 50 N 52 N N 17 31 N 82 N 7 N N N N N N 24 94 94 38 N N N N 16 N N 30 N 50 N 18 42 17 N N N 58 100 42 N 98 41 N N 42 22 86 N N 68 21 21 N 21 N N 77 N N 45 83 21 N N 10 67 N N N 59 40 36 17 N N N 26 N 20 12 55 22 N 32 13 83 N 51 17 76 N 59 N 4 59 85 99 N N N 33 N N N 100 26 N 77 4 N 23 35 N N 46 98 N N N N 82 30 N 62 N 93 63 N N N N N N N 74 N 79 N 42 67 36 N N 95 N N 80 N N N 60 N N N N N N 0 50 62 87 N 90 N 41 22 N 45 N 25 N 86 N 61 N 9 24 N N N 65 N N N 65 N 15 2 N N 19 N N 34 N N N 82 17 N 51 N 16 N 11 1 N N N N 85 N 3 N 64 N 21 19 N N 74 N 80 36 N N 
N N 49 N 97 N 68 33 32 40 85 3 4 61 60 N N N 1 N 97 N 0 N 33 N N N N 36 15 N N N N N N 97 55 N N 48 N 35 N N N N 51 N 56 N N N N N N N N N N N 20 N 90 N N N N N 71 N 39 74 51 N N N 22 N 77 32 27 54 11 N 80 70 52 N 75 8 55 N N 47 26 95 88 N N 20 N 98 N N 12 N N 27 4 N 53 70 N N N 55 87 60 N 40 N 66 N N N N 3 N 97 N 1 81 41 56 1 97 N N 34 N 100 28 N 11 N 81 41 49 45 N 37 92 N N 36 N 69 14 N 80 N N 93 8 N N 83 46 N N N 7 N 66 N N 88 71 N N N 91 N 99 N N 35 36 17 N 54 N N N N 26 10 31 65 N N 3 30 40 N N 24 14 97 77 N N N N N N N 81 84 28 N 23 N 19 21 71 100 N N 47 N N N N N 58 N 45 N N 0 N 5 35 N 86 N N N 83 21 N 63 N 11 N N N 29 N 1 13 5 92 N 0 80 N N N 53 N 38 63 49 73 99 65 N 39 71 10 51 N 42 79 49 75 N N N 29 N N N N 92 57 40 95 6 39 N 34 N N N 30 63 N 41 N N N N N N N 12 N N N 31 6 N N N 35 N 80 N N 79 N N N N N 88 N 68 N 71 N N 14 43 58 5 0 N 16 N N N N N N 67 84 1 29 N N 5 27 N N N 39 80 N 17 N 57 N 85 N N N N N 98 28 15 13 100 N N 95 N N N N 58 N N N N 65 N N 6 N N 78 N 59 N 64 N 36 59 47 63 N N 10 N 91 61 N 33 N 3 N N 82 N N N N 82 N 29 59 N N N N N N 36 N 66 34 1 N 76 17 N 63 54 97 39 N N 39 N 52 95 24 N N N N 28 N N 15 N 1 N N N N 34 N N 25 N N N 98 14 N 34 N 32 N 99 44 48 N 18 N 18 46 
72 29 84 95 70 N N 29 1 N N 50 N N 5 N N N 100 72 N N 16 0 72 49 12 N N 63 79 77 N 25 12 6 60 84 N 91 75 N N N N N 70 N 11 73 97 84 41 N N 47 67 N 65 N N N 30 N N 17 91 N 68 52 N 68 19 N 34 61 16 10 N 46 44 N 42 39 N N N 88 N 78 24 33 N 67 91 N N 74 61 N N N 50 91 3 N N 99 N N N 89 7 88 N 44 N 81 8 29 N 91 N N 41 58 0 0 N 76 N 83 42 N N N N N N 48 0 85 4 N N N 63 N N 51 N 26 N N 91 99 N 93 N 63 71 N N N N 95 N 27 N 60 N 90 13 89 N 100 N 31 N N 42 32 N 87 N N 81 75 85 71 N 56 29 74 43 N 40 N 1 2 86 86 19 N N N 57 7 N 98 N 93 80 N N 70 N 54 26 N N N 27 98 N 30 67 N N N 5 N N N 54 N N N 10 3 65 27 N N N 67 N 98 N 78 N N N N N 92 N N 79 56 N N N 36 67 N N N N N 16 49 N N 57 100 95 43 N N 69 42 N 48 N N N 48 N 35 47 N N N 20 19 N N N N 81 N N N 30 N N 0 24 76 87 N 100 6 7 96 N 88 N 22 N N 68 6 N N 59 74 N N 68 88 25 N N N 30 N N N N N 80 N N 94 N 43 64 N 45 7 N N 78 N 13 N N N N 27 N 99 N 81 62 10 N 40 N N N 55 N 16 N 3 N 78 N 83 81 88 N N 42 N N N N 59 21 N N 5 N N 92 31 39 83 N 64 2 N 70 70 N N N N N 31 N 6 34 N N 26 5 1 N 16 N N 51 88 N N 21 N 40 31 N 38 N N 78 28 N 25 89 N 72 N N 31 83 98 35 N 33 43 N N 6 21 N 40 N N 24 N N N N N 46 33 19 92 78 N 88 12 100 17 N N 70 16 N 78 8 N N 14 44 41 50 26 73 42 N 22 N 31 55 26 
N 3 95 9 N N 59 55 N N N N 79 30 N N N N N 43 N N 75 39 0 N 87 10 30 55 N 62 68 N N 54 16 N 66 N 43 6 N 17 72 34 N N N 25 N N N 15 N N 47 63 76 98 3 13 0 N N 0 N 4 N N 86 N 46 N 17 N N 27 N 21 70 81 N N 80 N N N N 51 N 46 N 94 N 67 N 20 75 N N 24 N N N 87 2 N 49 N N 38 11 N N N 90 N 38 N 79 N 41 12 N 35 N N N N 53 N 18 N N N 74 N N N N 68 N N N N N 47 N 5 95 N 97 1 59 32 83 N N 70 N N N 15 N 41 N N 4 N N 71 N 33 N N 99 95 N N 90 N N N N N 19 N 60 20 N 97 69 47 N N 68 17 N N 90 N 74 N N N N 98 N N N 9 60 76 N 89 N 8 N N 50 66 4 N 50 N N 9 84 N 25 N N N 22 N N N N 86 N N N 77 24 N 37 84 19 N N 23 N N N N N N 55 N 94 N N 67 N N 44 N 49 19 68 N N 73 N 67 85 N 14 74 N 86 N N 48 N N N N 7 N 73 73 N N 9 N 52 N 1 19 N 78 98 N 11 74 94 78 93 N N N N 44 N 22 N 9 N N N N 73 N N N 33 63 90 81 N N 95 N 90 63 76 61 N N N N N 86 N 88 14 N N 4 98 N 94 97 N 84 N N 67 N N 20 N N 76 N N N N N N N N N 22 N 83 41 N N 82 N N N N N 33 27 59 N 21 N 99 N 81 94 N N N 57 N 82 80 N 93 47 75 N N N N 20 N 18 N N 84 N 100 N 56 55 94 N 49 92 19 N 22 N 65 N 53 54 N N 98 3 91 N N 95 N 95 6 13 85 N 50 N N N 98 85 N 89 26 63 83 28 N N 37 81 72 41 52 9 N 39 N 23 32 40 35 75 75 26 43 N N 86 61 N N 83 42 13 N N 37 N N 24 12 32 N N N 
